iter	Passed	Remaining
402	12889	19094
403	12918	19057
404	12946	19020
405	12978	18988
406	13005	18949
407	13035	18914
408	13064	18878
409	13094	18843
410	13124	18808
411	13152	18770
412	13181	18734
413	13211	18700
414	13243	18667
415	13274	18635
416	13302	18597
417	13333	18564
418	13365	18533
419	13393	18495
420	13437	18480
421	13468	18447
422	13498	18412
423	13526	18375
424	13553	18336
425	13582	18300
426	13612	18267
427	13641	18231
428	13669	18194
429	13697	18157
430	13725	18120
431	13752	18082
432	13780	18045
433	13809	18009
434	13838	17973
435	13869	17941
436	13901	17909
437	13942	17889
438	13983	17868
439	14013	17835
440	14039	17795
441	14065	17757
442	14094	17721
443	14127	17691
444	14159	17660
445	14192	17629
446	14223	17596
447	14254	17563
448	14286	17531
449	14318	17500
450	14347	17465
451	14376	17430
452	14404	17392
453	14432	17356
454	14459	17319
455	14490	17286
456	14519	17251
457	14552	17221
458	14589	17195
459	14633	17178
460	14671	17153
461	14714	17134
462	14753	17111
463	14790	17085
464	14825	17057
465	14866	17036
466	14908	17015
467	14968	17015
468	15035	17022
469	15090	17017
470	15154	17020
471	15196	16999
472	15233	16972
473	15276	16952
474	15317	16929
475	15354	16902
476	15408	16894
477	15463	16886
478	15509	16869
479	15551	16847
480	15588	16819
481	15626	16793
482	15651	16753
483	15680	16717
484	15708	16680
485	15735	16642
486	15761	16602
487	15790	16566
488	15817	16528
489	15844	16491
490	15875	16457
491	15906	16423
492	15935	16388
493	15966	16354
494	15995	16318
495	16025	16283
496	16051	16245
497	16080	16209
498	16115	16180
499	16152	16152
500	16191	16126
501	16222	16093
502	16246	16052
503	16274	16016
504	16301	15979
505	16333	15946
506	16362	15911
507	16395	15879
508	16422	15842
509	16450	15804
510	16478	15768
511	16506	15732
512	16538	15700
513	16568	15666
514	16600	15633
515	16636	15604
516	16669	15573
517	16699	15538
518	16730	15505
519	16758	15469
520	16784	15431
521	16812	15395
522	16840	15358
523	16871	15326
524	16899	15290
525	16927	15253
526	16962	15224
527	16997	15195
528	17028	15161
529	17059	15128
530	17092	15097
531	17126	15065
532	17152	15028
533	17182	14994
534	17210	14959
535	17239	14923
536	17268	14889
537	17297	14853
538	17324	14817
539	17351	14780
540	17384	14749
541	17412	14714
542	17439	14677
543	17467	14642
544	17495	14605
545	17524	14571
546	17552	14536
547	17585	14504
548	17620	14475
549	17653	14444
550	17685	14411
551	17713	14376
552	17741	14340
553	17768	14304
554	17798	14271
555	17827	14236
556	17852	14199
557	17882	14165
558	17912	14131
559	17943	14098
560	17970	14062
561	17995	14025
562	18023	13989
563	18050	13953
564	18078	13918
565	18116	13891
566	18168	13874
567	18214	13853
568	18259	13830
569	18297	13803
570	18327	13769
571	18361	13738
572	18404	13715
573	18443	13687
574	18475	13655
575	18508	13624
576	18538	13590
577	18566	13555
578	18599	13523
579	18641	13499
580	18678	13470
581	18716	13442
582	18750	13411
583	18789	13384
584	18825	13354
585	18862	13326
586	18905	13301
587	18945	13274
588	18982	13246
589	19016	13214
590	19051	13184
591	19087	13154
592	19127	13127
593	19165	13099
594	19203	13071
595	19232	13037
596	19260	13001
597	19299	12974
598	19339	12946
599	19391	12927
600	19432	12901
601	19474	12875
602	19510	12845
603	19543	12813
604	19576	12781
605	19611	12750
606	19647	12720
607	19683	12690
608	19713	12656
609	19741	12621
610	19770	12587
611	19808	12558
612	19853	12533
613	19883	12499
614	19910	12464
615	19947	12434
616	19976	12400
617	20006	12366
618	20036	12332
619	20065	12298
620	20093	12263
621	20124	12230
622	20152	12195
623	20180	12160
624	20211	12126
625	20240	12092
626	20269	12058
627	20302	12026
628	20330	11991
629	20361	11958
630	20393	11925
631	20420	11890
632	20449	11856
633	20480	11823
634	20512	11790
635	20543	11757
636	20578	11726
637	20623	11701
638	20670	11677
639	20703	11645
640	20731	11610
641	20761	11577
642	20792	11543
643	20819	11509
644	20848	11474
645	20883	11443
646	20920	11414
647	20960	11385
648	20997	11355
649	21032	11325
650	21068	11294
651	21105	11265
652	21145	11236
653	21180	11205
654	21217	11175
655	21251	11144
656	21286	11113
657	21326	11084
658	21361	11053
659	21400	11024
660	21435	10993
661	21472	10963
662	21506	10931
663	21545	10902
664	21580	10871
665	21619	10841
666	21654	10811
667	21684	10777
668	21714	10743
669	21749	10712
670	21784	10681
671	21816	10648
672	21852	10617
673	21883	10584
674	21915	10551
675	21948	10519
676	21976	10485
677	22007	10451
678	22037	10418
679	22073	10387
680	22113	10358
681	22160	10332
682	22215	10310
683	22269	10288
684	22320	10264
685	22371	10240
686	22406	10208
687	22442	10177
688	22477	10145
689	22513	10114
690	22544	10081
691	22574	10047
692	22607	10014
693	22644	9984
694	22684	9955
695	22737	9931
696	22796	9910
697	22872	9895
698	22941	9879
699	22984	9850
700	23023	9820
701	23063	9790
702	23103	9760
703	23146	9731
704	23179	9699
705	23218	9669
706	23252	9636
707	23283	9602
708	23315	9569
709	23355	9539
710	23406	9514
711	23451	9486
712	23495	9457
713	23540	9429
714	23576	9397
715	23613	9366
716	23649	9334
717	23676	9299
718	23707	9265
719	23738	9231
720	23770	9198
721	23807	9166
722	23838	9132
723	23871	9100
724	23905	9067
725	23938	9034
726	23968	9000
727	23998	8966
728	24037	8935
729	24070	8902
730	24099	8868
731	24127	8833
732	24159	8800
733	24191	8767
734	24221	8732
735	24254	8700
736	24288	8667
737	24325	8635
738	24359	8603
739	24391	8570
740	24421	8536
741	24463	8506
742	24493	8472
743	24521	8437
744	24554	8404
745	24586	8371
746	24615	8336
747	24657	8306
748	24685	8272
749	24716	8238
750	24745	8204
751	24779	8172
752	24817	8140
753	24852	8108
754	24890	8076
755	24930	8046
756	24962	8013
757	25004	7982
758	25044	7952
759	25079	7919
760	25116	7888
761	25164	7859
762	25208	7830
763	25253	7800
764	25295	7770
765	25337	7740
766	25384	7711
767	25419	7678
768	25456	7646
769	25493	7614
770	25529	7582
771	25560	7548
772	25589	7514
773	25617	7480
774	25652	7447
775	25683	7413
776	25713	7379
777	25749	7347
778	25779	7313
779	25810	7279
780	25841	7246
781	25871	7212
782	25904	7179
783	25934	7145
784	25963	7111
785	25992	7076
786	26026	7044
787	26055	7009
788	26086	6976
789	26115	6942
790	26148	6909
791	26178	6875
792	26210	6841
793	26240	6807
794	26270	6774
795	26308	6742
796	26341	6709
797	26376	6676
798	26417	6645
799	26452	6613
800	26485	6580
801	26518	6546
802	26552	6514
803	26585	6481
804	26615	6447
805	26652	6415
806	26681	6381
807	26713	6347
808	26744	6314
809	26778	6281
810	26815	6249
811	26850	6216
812	26891	6185
813	26925	6152
814	26956	6119
815	26986	6085
816	27017	6051
817	27045	6017
818	27078	5984
819	27111	5951
820	27144	5918
821	27172	5884
822	27200	5849
823	27228	5815
824	27257	5781
825	27285	5747
826	27314	5713
827	27351	5681
828	27391	5650
829	27439	5620
830	27468	5586
831	27502	5553
832	27532	5519
833	27568	5487
834	27616	5457
835	27663	5426
836	27707	5395
837	27748	5364
838	27791	5332
839	27830	5300
840	27872	5269
841	27924	5239
842	27977	5210
843	28019	5179
844	28052	5145
845	28092	5113
846	28127	5080
847	28170	5049
848	28203	5016
849	28239	4983
850	28270	4949
851	28301	4916
852	28331	4882
853	28362	4848
854	28396	4815
855	28429	4782
856	28458	4748
857	28487	4714
858	28518	4681
859	28548	4647
860	28576	4613
861	28606	4579
862	28637	4546
863	28669	4512
864	28706	4480
865	28734	4446
866	28764	4412
867	28791	4378
868	28822	4344
869	28850	4311
870	28883	4277
871	28917	4244
872	28948	4211
873	28982	4178
874	29016	4145
875	29051	4112
876	29086	4079
877	29121	4046
878	29155	4013
879	29182	3979
880	29218	3946
881	29249	3913
882	29279	3879
883	29310	3846
884	29340	3812
885	29370	3779
886	29401	3745
887	29433	3712
888	29463	3678
889	29498	3645
890	29529	3612
891	29559	3578
892	29588	3545
893	29620	3512
894	29665	3480
895	29706	3448
896	29746	3415
897	29783	3382
898	29816	3349
899	29850	3316
900	29886	3283
901	29917	3250
902	29963	3218
903	29995	3185
904	30028	3152
905	30060	3118
906	30093	3085
907	30125	3052
908	30161	3019
909	30198	2986
910	30231	2953
911	30263	2920
912	30296	2886
913	30327	2853
914	30355	2819
915	30387	2786
916	30416	2753
917	30445	2719
918	30474	2686
919	30503	2652
920	30538	2619
921	30568	2586
922	30598	2552
923	30629	2519
924	30661	2486
925	30693	2452
926	30723	2419
927	30750	2385
928	30784	2352
929	30818	2319
930	30848	2286
931	30880	2253
932	30915	2220
933	30943	2186
934	30972	2153
935	31003	2119
936	31032	2086
937	31063	2053
938	31098	2020
939	31128	1986
940	31162	1953
941	31191	1920
942	31225	1887
943	31256	1854
944	31290	1821
945	31330	1788
946	31364	1755
947	31398	1722
948	31432	1689
949	31461	1655
950	31490	1622
951	31519	1589
952	31549	1555
953	31581	1522
954	31614	1489
955	31651	1456
956	31686	1423
957	31720	1390
958	31753	1357
959	31787	1324
960	31821	1291
961	31854	1258
962	31900	1225
963	31941	1192
964	31988	1160
965	32019	1126
966	32049	1093
967	32080	1060
968	32114	1027
969	32150	994
970	32179	961
971	32209	927
972	32244	894
973	32280	861
974	32315	828
975	32349	795
976	32387	762
977	32419	729
978	32451	696
979	32481	662
980	32513	629
981	32543	596
982	32573	563
983	32604	530
984	32639	497
985	32676	463
986	32709	430
987	32740	397
988	32773	364
989	32803	331
990	32833	298
991	32864	265
992	32904	231
993	32937	198
994	32967	165
995	32998	132
996	33036	99
997	33079	66
998	33124	33
999	33179	0
