iter	Passed	Remaining
408	12961	18729
409	12990	18693
410	13020	18659
411	13053	18629
412	13084	18597
413	13111	18559
414	13143	18527
415	13174	18494
416	13210	18469
417	13246	18443
418	13278	18412
419	13304	18373
420	13332	18336
421	13363	18302
422	13391	18266
423	13420	18231
424	13448	18195
425	13477	18159
426	13505	18123
427	13533	18086
428	13560	18049
429	13589	18014
430	13616	17976
431	13644	17940
432	13672	17903
433	13700	17867
434	13736	17842
435	13766	17807
436	13793	17770
437	13818	17730
438	13844	17691
439	13872	17656
440	13898	17616
441	13927	17582
442	13955	17546
443	13982	17510
444	14012	17476
445	14039	17438
446	14067	17403
447	14096	17369
448	14122	17331
449	14151	17296
450	14180	17261
451	14208	17226
452	14236	17190
453	14263	17154
454	14292	17119
455	14319	17083
456	14348	17048
457	14376	17013
458	14405	16978
459	14435	16945
460	14461	16908
461	14491	16875
462	14519	16839
463	14547	16804
464	14574	16768
465	14602	16733
466	14631	16699
467	14659	16664
468	14686	16628
469	14717	16595
470	14750	16566
471	14778	16532
472	14809	16500
473	14838	16465
474	14863	16428
475	14892	16393
476	14924	16363
477	14951	16327
478	14979	16293
479	15008	16259
480	15039	16227
481	15066	16191
482	15095	16157
483	15124	16124
484	15150	16088
485	15177	16051
486	15207	16019
487	15236	15986
488	15263	15950
489	15292	15917
490	15320	15882
491	15349	15848
492	15378	15815
493	15411	15786
494	15452	15764
495	15484	15733
496	15511	15698
497	15539	15663
498	15566	15628
499	15596	15596
500	15626	15564
501	15659	15534
502	15689	15502
503	15721	15471
504	15754	15442
505	15783	15408
506	15813	15376
507	15842	15343
508	15870	15309
509	15900	15276
510	15929	15243
511	15960	15212
512	15988	15178
513	16015	15143
514	16044	15109
515	16091	15093
516	16124	15064
517	16158	15035
518	16189	15003
519	16216	14968
520	16244	14935
521	16272	14901
522	16298	14865
523	16325	14829
524	16353	14795
525	16384	14764
526	16413	14731
527	16443	14699
528	16472	14666
529	16502	14634
530	16530	14600
531	16558	14566
532	16587	14533
533	16615	14499
534	16642	14465
535	16671	14432
536	16699	14398
537	16732	14368
538	16761	14335
539	16791	14303
540	16818	14269
541	16847	14236
542	16874	14201
543	16904	14169
544	16931	14135
545	16959	14101
546	16989	14070
547	17016	14035
548	17043	14001
549	17071	13967
550	17100	13935
551	17128	13901
552	17156	13867
553	17184	13834
554	17212	13801
555	17239	13766
556	17268	13733
557	17300	13703
558	17327	13670
559	17355	13636
560	17381	13601
561	17412	13570
562	17440	13537
563	17467	13503
564	17495	13469
565	17523	13436
566	17551	13403
567	17577	13368
568	17608	13338
569	17643	13309
570	17678	13282
571	17715	13255
572	17746	13224
573	17772	13190
574	17801	13157
575	17839	13131
576	17867	13098
577	17895	13065
578	17925	13034
579	17955	13002
580	17984	12969
581	18012	12936
582	18042	12905
583	18071	12872
584	18099	12839
585	18125	12805
586	18155	12773
587	18185	12742
588	18215	12710
589	18245	12679
590	18274	12646
591	18301	12613
592	18329	12580
593	18359	12548
594	18388	12516
595	18415	12483
596	18442	12449
597	18472	12417
598	18499	12384
599	18526	12351
600	18554	12318
601	18583	12286
602	18611	12253
603	18640	12221
604	18669	12189
605	18698	12156
606	18730	12126
607	18758	12094
608	18787	12062
609	18815	12029
610	18843	11996
611	18870	11963
612	18899	11931
613	18925	11898
614	18952	11864
615	18984	11834
616	19014	11803
617	19044	11771
618	19071	11738
619	19103	11708
620	19136	11679
621	19164	11646
622	19193	11614
623	19221	11582
624	19248	11549
625	19275	11516
626	19303	11483
627	19331	11451
628	19359	11418
629	19387	11386
630	19417	11354
631	19445	11322
632	19473	11290
633	19502	11258
634	19532	11227
635	19561	11195
636	19588	11162
637	19619	11131
638	19646	11099
639	19673	11066
640	19711	11039
641	19741	11008
642	19768	10975
643	19796	10943
644	19826	10912
645	19856	10881
646	19892	10853
647	19928	10825
648	19957	10793
649	19985	10761
650	20016	10730
651	20047	10700
652	20074	10667
653	20102	10635
654	20130	10603
655	20159	10571
656	20186	10538
657	20213	10506
658	20242	10474
659	20270	10442
660	20299	10410
661	20327	10378
662	20357	10347
663	20388	10317
664	20417	10285
665	20448	10255
666	20476	10223
667	20504	10190
668	20534	10159
669	20564	10129
670	20593	10097
671	20622	10065
672	20652	10034
673	20681	10003
674	20715	9974
675	20742	9941
676	20771	9910
677	20801	9879
678	20827	9846
679	20855	9814
680	20888	9784
681	20918	9753
682	20947	9722
683	20977	9691
684	21003	9658
685	21031	9626
686	21058	9594
687	21089	9564
688	21118	9532
689	21146	9500
690	21174	9468
691	21203	9437
692	21231	9405
693	21257	9373
694	21289	9342
695	21318	9311
696	21346	9279
697	21375	9248
698	21407	9218
699	21436	9186
700	21465	9155
701	21495	9124
702	21521	9092
703	21550	9060
704	21578	9029
705	21609	8998
706	21638	8967
707	21666	8935
708	21698	8905
709	21730	8876
710	21758	8844
711	21784	8811
712	21814	8780
713	21843	8749
714	21872	8718
715	21902	8687
716	21932	8656
717	21959	8624
718	21987	8593
719	22016	8562
720	22045	8530
721	22078	8501
722	22122	8475
723	22162	8448
724	22191	8417
725	22220	8386
726	22248	8354
727	22277	8323
728	22306	8292
729	22333	8260
730	22359	8227
731	22387	8196
732	22414	8164
733	22441	8132
734	22472	8102
735	22497	8069
736	22525	8038
737	22554	8007
738	22581	7975
739	22610	7944
740	22639	7913
741	22666	7881
742	22700	7852
743	22729	7820
744	22758	7789
745	22787	7758
746	22817	7727
747	22845	7696
748	22874	7665
749	22903	7634
750	22932	7603
751	22962	7572
752	22990	7541
753	23019	7510
754	23047	7479
755	23079	7449
756	23107	7417
757	23135	7386
758	23166	7355
759	23194	7324
760	23222	7293
761	23251	7262
762	23281	7231
763	23306	7199
764	23334	7168
765	23363	7137
766	23391	7105
767	23419	7074
768	23448	7043
769	23478	7012
770	23505	6981
771	23532	6949
772	23562	6919
773	23590	6888
774	23619	6857
775	23647	6825
776	23677	6795
777	23711	6766
778	23739	6734
779	23766	6703
780	23794	6672
781	23822	6641
782	23851	6610
783	23884	6580
784	23912	6549
785	23939	6517
786	23968	6487
787	23997	6456
788	24025	6425
789	24053	6393
790	24084	6363
791	24114	6332
792	24142	6301
793	24169	6270
794	24198	6239
795	24229	6209
796	24257	6178
797	24287	6148
798	24318	6117
799	24354	6088
800	24391	6059
801	24425	6030
802	24455	5999
803	24483	5968
804	24513	5938
805	24540	5906
806	24568	5875
807	24598	5845
808	24625	5814
809	24656	5783
810	24687	5753
811	24717	5722
812	24746	5691
813	24772	5660
814	24800	5629
815	24828	5598
816	24855	5567
817	24882	5536
818	24913	5505
819	24944	5475
820	24972	5444
821	25004	5414
822	25032	5383
823	25062	5353
824	25091	5322
825	25118	5291
826	25152	5261
827	25180	5230
828	25207	5199
829	25237	5169
830	25264	5138
831	25293	5107
832	25322	5076
833	25351	5046
834	25380	5015
835	25408	4984
836	25436	4953
837	25464	4922
838	25491	4891
839	25519	4860
840	25545	4829
841	25572	4798
842	25600	4767
843	25628	4736
844	25661	4707
845	25694	4677
846	25723	4646
847	25752	4615
848	25779	4585
849	25809	4554
850	25836	4523
851	25864	4492
852	25893	4462
853	25921	4431
854	25951	4401
855	25979	4370
856	26006	4339
857	26033	4308
858	26062	4278
859	26092	4247
860	26121	4217
861	26149	4186
862	26176	4155
863	26205	4124
864	26232	4094
865	26259	4063
866	26288	4032
867	26317	4002
868	26345	3971
869	26374	3941
870	26402	3910
871	26430	3879
872	26457	3848
873	26485	3818
874	26513	3787
875	26542	3757
876	26581	3728
877	26616	3698
878	26648	3668
879	26679	3638
880	26710	3607
881	26740	3577
882	26768	3546
883	26798	3516
884	26828	3486
885	26856	3455
886	26888	3425
887	26920	3395
888	26954	3365
889	26988	3335
890	27026	3306
891	27064	3276
892	27094	3246
893	27123	3216
894	27155	3185
895	27190	3156
896	27224	3126
897	27275	3098
898	27307	3067
899	27340	3037
900	27372	3007
901	27405	2977
902	27439	2947
903	27475	2917
904	27505	2887
905	27535	2856
906	27566	2826
907	27594	2795
908	27624	2765
909	27656	2735
910	27697	2705
911	27743	2677
912	27784	2647
913	27828	2618
914	27864	2588
915	27911	2559
916	27944	2529
917	27974	2498
918	28002	2468
919	28030	2437
920	28058	2406
921	28088	2376
922	28118	2345
923	28150	2315
924	28183	2285
925	28212	2254
926	28241	2223
927	28271	2193
928	28300	2162
929	28332	2132
930	28362	2102
931	28397	2071
932	28428	2041
933	28463	2011
934	28491	1980
935	28519	1950
936	28548	1919
937	28575	1888
938	28602	1858
939	28631	1827
940	28663	1797
941	28694	1766
942	28733	1736
943	28770	1706
944	28811	1676
945	28849	1646
946	28886	1616
947	28918	1586
948	28948	1555
949	28980	1525
950	29011	1494
951	29040	1464
952	29068	1433
953	29104	1403
954	29137	1372
955	29170	1342
956	29204	1312
957	29231	1281
958	29260	1250
959	29288	1220
960	29318	1189
961	29347	1159
962	29375	1128
963	29405	1098
964	29434	1067
965	29462	1036
966	29490	1006
967	29533	976
968	29597	946
969	29636	916
970	29669	886
971	29696	855
972	29731	825
973	29760	794
974	29792	763
975	29819	733
976	29855	702
977	29888	672
978	29923	641
979	29958	611
980	29991	580
981	30019	550
982	30054	519
983	30093	489
984	30130	458
985	30179	428
986	30216	397
987	30248	367
988	30278	336
989	30306	306
990	30340	275
991	30368	244
992	30397	214
993	30426	183
994	30454	153
995	30487	122
996	30514	91
997	30543	61
998	30570	30
999	30598	0
