iter	Logloss
916	0.3060221932
917	0.3058923233
918	0.3057777319
919	0.3057063057
920	0.305621551
921	0.305511866
922	0.305419372
923	0.3052853278
924	0.305195706
925	0.3051517563
926	0.3050425506
927	0.3049956797
928	0.3049651395
929	0.3048309028
930	0.3047464446
931	0.3045895476
932	0.3045842175
933	0.3045650805
934	0.3045008187
935	0.3043405203
936	0.3041998823
937	0.3041525089
938	0.304005366
939	0.3039680492
940	0.3038106094
941	0.3037886106
942	0.3036872701
943	0.3036774176
944	0.3036349654
945	0.3035604546
946	0.3034628313
947	0.3033598056
948	0.3033318066
949	0.3032242553
950	0.303103805
951	0.302970639
952	0.3028570961
953	0.3027740291
954	0.302665578
955	0.3024981609
956	0.3024428507
957	0.3023219698
958	0.3022365382
959	0.3021854722
960	0.3020522404
961	0.301990074
962	0.3019897876
963	0.3019781268
964	0.3018832481
965	0.3017824706
966	0.3017803322
967	0.3016983843
968	0.3016775126
969	0.3013718841
970	0.3013588015
971	0.3012234521
972	0.3011496122
973	0.3010936767
974	0.301090413
975	0.3009490928
976	0.3008671731
977	0.3008397588
978	0.3007514798
979	0.3007476474
980	0.3005961522
981	0.3005469099
982	0.3004708918
983	0.3004500371
984	0.3003228439
985	0.3002941435
986	0.300109084
987	0.3000637161
988	0.300006668
989	0.299969159
990	0.2999440115
991	0.2999314263
992	0.2998430404
993	0.2998409887
994	0.2997825011
995	0.2997323669
996	0.2994651176
997	0.2992854692
998	0.2992541413
999	0.299250873
